Alarm Code,Description,Count
555," ""Gearbox Oil Tank 1 Temp Warning""",0
556," ""Gearbox Oil Tank 1 Temp Shutdown""",0
557," ""Gearbox Oil Tank 2 Temp Warning""",0
558," ""Gearbox Oil Tank 2 Temp Shutdown""",0
559," ""Gearbox Filter Pressure 1 Warning""",0
560," ""Gearbox Filter Pressure 1 Shutdown""",0
561," ""Gearbox Filter Pressure 2 Warning""",0
562," ""Gearbox Filter Pressure 2 Shutdown""",0
563," ""Gearbox Filter Pressure 3 Warning""",0
564," ""Gearbox Filter Pressure 3 Shutdown""",0
565," ""Gearbox Filter Pressure 4 Warning""",0
566," ""Gearbox Filter Pressure 4 Shutdown""",0
567," ""Gearbox Filter Manifold Pressure 1 Warning""",0
568," ""(DEMOTED) Gearbox Filter Manifold Pressure 1 Shutdown""",0
569," ""Gearbox Filter Manifold Pressure 2 Warning""",0
570," ""(DEMOTED) Gearbox Filter Manifold Pressure 2 Shutdown""",0
571," ""Gearbox Dist Temp 1 Warning""",0
572," ""Gearbox Dist Temp 1 Shutdown""",0
573," ""Gearbox Dist Temp 2 Warning""",0
574," ""Gearbox Dist Temp 2 Shutdown""",0
575," ""Gearbox Dist Pressure 1 Warning""",0
576," ""Gearbox Dist Pressure 1 Shutdown""",0
577," ""Gearbox Dist Pressure 2 Warning""",0
578," ""Gearbox Dist Pressure 2 Shutdown""",0
579," ""Gearbox Dist Pressure 3 Warning""",0
580," ""Gearbox Dist Pressure 3 Shutdown""",0
581," ""Gearbox Dist Pressure 4 Warning""",0
582," ""Gearbox Dist Pressure 4 Shutdown""",0
583," ""Gearbox Dist SP Lube Pressure Warning""",0
584," ""Gearbox Dist SP Lube Pressure Shutdown""",0
585," ""Gearbox Dist OP Bearing Lube Pressure Warning""",0
586," ""Gearbox Dist OP Bearing Lube Pressure Shutdown""",0
587," ""Gearbox Dist Main Bearing SP Pressure Warning""",0
588," ""Gearbox Dist Main Bearing SP Pressure Shutdown""",0
589," ""Gearbox Ext Oil Heater Press 1 Warning""",0
590," ""Gearbox Ext Oil Heater Press 1 Shutdown""",0
591," ""Gearbox Ext Oil Heater Press 2 Warning""",0
592," ""Gearbox Ext Oil Heater Press 2 Shutdown""",0
593," ""Gearbox Ext Heater Temp Warning""",0
594," ""Gearbox Ext Heater Temp Shutdown""",0
595," ""Gearbox 3rd Stage Bearing Temp 1 Warning""",0
596," ""Gearbox 3rd Stage Bearing Temp 1 Shutdown""",0
597," ""Gearbox OP Shaft Bearing Temp 1 Warning""",0
598," ""Gearbox OP Shaft Bearing Temp 1 Shutdown""",0
599," ""Gearbox OP Shaft Bearing Temp 2 Warning""",0
600," ""Gearbox OP Shaft Bearing Temp 2 Shutdown""",0
601," ""Gearbox EWS Contamination Sensor 2""",0
602," ""Gearbox EWS Contamination Sensor 3""",0
603," ""Nacelle Fan 1 Overload""",0
604," ""Nacelle Fans Overloaded""",0
605," ""Gen Cooling Water Pressure Warning""",0
606," ""Gen Cooling Water Pressure Shutdown""",0
607," ""Generator Cooling Pump Overload Warning""",0
608," ""Generator Cooling Pump Overload Shutdown""",0
609," ""PCS Cooling Tower Fans 1-5 Overloaded""",0
610," ""(DEMOTED) IPR Comms Error""",0
611," ""IPR Fault Fast Frequency Change""",0
612," ""IPR 52 Braker Off""",0
613," ""IPR 52 Braker On""",0
614," ""IPR Disc Switch Off""",0
615," ""IPR Disc Switch On""",0
616," ""IPR Gnd Switch Off""",0
617," ""IPR Gnd Switch On""",0
618," ""IPR Chk Back Q2 Off""",0
619," ""IPR Chk Back Q2 On""",0
620," ""IPR Chk Back Q9 Off""",0
621," ""IPR Chk Back Q9 On""",0
622," ""IPR Error Sum Alarm""",0
623," ""IPR Alarm Sum Event""",0
624," ""IPR Relay Pick Up""",0
625," ""IPR Relay Trip""",0
626," ""IPR Cb Ready""",0
627," ""IPR 50 51N Trip""",0
628," ""IPR 502 Trip""",0
629," ""IPR 501 Trip""",0
630," ""IPR 51 Trip""",0
631," ""IPR 50N2 Trip""",0
632," ""IPR 50N1 Trip""",0
633," ""IPR 51N Trip""",0
634," ""IPR 811 TRIP""",0
635," ""IPR 812 Trip""",0
636," ""IPR 813 Trip""",0
637," ""IPR 814 Trip""",0
638," ""IPR 271 Trip""",0
639," ""IPR 272 Trip""",0
640," ""IPR 591 Trip""",0
641," ""IPR Failure Current Sup""",0
642," ""IPR Failure Current Sum""",0
643," ""IPR Failure Phase Seq""",0
644," ""IPR Meas Sup Off""",0
645," ""IPR No Volt""",0
646," ""IPR Test Mode""",0
647," ""VibBand1Xreg""",0
648," ""VibBand2Xreg""",0
649," ""VibBand3Xreg""",0
650," ""VibBand4Xreg""",0
651," ""VibBand5Xreg""",0
652," ""VibBand6Xreg""",0
653," ""VibBand7Xreg""",0
654," ""VibBand8Xreg""",0
655," ""VibBand9Xreg""",0
656," ""VibBand10Xreg""",0
657," ""VibBand11Xreg""",0
658," ""VibBand12Xreg""",0
659," ""VibRaw1Xreg""",0
660," ""VibRaw2Xreg""",0
661," ""VibRaw3Xreg""",0
662," ""VibRaw4Xreg""",0
663," ""SsCableTwistBypass""",0
664," ""WindSpeed1""",0
665," ""WindSpeed2""",0
666," ""WindSpeed3""",0
667," ""MeasuredWindSpeed""",0
668," ""PcsCabinetClosed""",0
669," ""UpsTowerOn""",0
670," ""UpsTowerLowBattery""",0
671," ""UpsTowerBatteryFault""",0
672," ""PcsCoolingTowerFans1to5Overload""",0
673," ""MvtrCoolingPump1Overload""",0
674," ""MvtrCoolingTowerFans1to2Overload""",0
675," ""MvtrFanMotorOverload""",0
676," ""MarineLightPanelOverload""",0
677," ""MvtrCoolingValveOverload""",0
678," ""MvtrTemperatureMonitorOverload""",0
679," ""SwitchGearIprOverload""",0
680," ""TowerDehumidifierOverload""",0
681," ""AuxtrTemperatureMonitorOverload""",0
682," ""UpsOverload""",0
683," ""Tower24vSupplyOverload""",0
684," ""24vSupplyOk""",0
685," ""MvtrFanMotorAlarm1""",0
686," ""MvtrFanMotorAlarm2""",0
687," ""YawInverterModeSelection1""",0
688," ""YawInverterModeSelection2""",0
689," ""AbortWtcBoot""",0
690," ""GeneratorLubricationAlarm""",0
691," ""GearboxCoolingdiffPressureSwitch""",0
692," ""VaristorFuseFail1Left""",0
693," ""VaristorFuseFail2Right""",0
694," ""UpsNacelleOn""",0
695," ""UpsNacelleLowBattery""",0
696," ""UpsNacelleBatteryFault""",0
697," ""NacelleFanDiffPressureStatus""",0
698," ""GeneratorEarthingBrushWear""",0
699," ""PcsAlarm""",0
700," ""PcsOff""",0
701," ""PcsTrip""",0
702," ""PcsBlockRestart""",0
703," ""PcsLVRT""",0
704," ""PcsTorqueReduction""",0
705," ""PcsReactiveRed""",0
706," ""PcsGridFault""",0
707," ""PcsFaulted""",0
708," ""PcsTransToFaulted""",0
709," ""PcsSeqTimeOut""",0
710," ""PcsGRBOpen""",0
711," ""PcsGRBClosed""",0
712," ""PcsGenSwOpen""",0
713," ""PcsGenSwClosed""",0
714," ""PcsGRBDisconnectorClosed""",0
715," ""PcsGEBDisconnectorClosed""",0
716," ""PcsStoppingBrake""",0
717," ""PcsGRBTestPos""",0
718," ""PcsVLUTempPos""",0
719," ""PcsVLUTempNeg""",0
720," ""PcsGenIsoFail""",0
721," ""PcsGNDIsoFail""",0
722," ""PcsCcuMcb""",0
723," ""PcsCcuBatcharge""",0
724," ""PcsCcaBatCharge""",0
725," ""PcsFcaBatCharge""",0
726," ""PcsWaterPump1Fail""",0
727," ""PcsWaterPump2Fail""",0
728," ""PcsCCUCabTempHigh""",0
729," ""PcsCCACabTempHigh""",0
730," ""PcsFCACabTempHigh""",0
731," ""PcsWCUTempHigh""",0
732," ""PcsWCUFlowLow""",0
733," ""PcsFiltFlowLow""",0
734," ""PcsConductivityHigh""",0
735," ""PcsWCUPressInLow""",0
736," ""PcsWCUPressOutLow""",0
737," ""PcsWCUFiltPressInLow""",0
738," ""PcsWCUFiltPressOutLow""",0
739," ""PcsWaterPressureSensorInFail""",0
740," ""PcsWaterPressureSensorOutFail""",0
741," ""PcsWaterConductSensorFail""",0
742," ""PcsWaterTempSensorFail""",0
743," ""PcsWaterTempHigh""",0
744," ""PcsFiltCabTempHigh""",0
745," ""PcsCoolingFlowLow""",0
746," ""PcsConductivityVeryHigh""",0
747," ""PcsCabinetTempHigh""",0
748," ""PcsPumpFail""",0
749," ""PcsWaterPressInLow""",0
750," ""PcsFilterPressInLow""",0
751," ""PcsWaterPressOutLow""",0
752," ""PcsFilterPressOutLow""",0
753," ""PcsOverCurrGenPhaseR""",0
754," ""PcsOverCurrGenPhaseRHigh""",0
755," ""PcsOverCurrGenPhaseS""",0
756," ""PcsOverCurrGenPhaseSHigh""",0
757," ""PcsOverCurrGenPhaseT""",0
758," ""PcsOverCurrGenPhaseTHigh""",0
759," ""PcsCurrUnbalR""",0
760," ""PcsCurrUnbalS""",0
761," ""PcsCurrUnbalT""",0
762," ""PcsShortCircuitPos""",0
763," ""PcsShortCircuitNeg""",0
764," ""PcsShortCircuitPosBk""",0
765," ""PcsShortCircuitNegBk""",0
766," ""PcsPowerFailR""",0
767," ""PcsPowerFailS""",0
768," ""PcsPowerFailT""",0
769," ""PcsOverCurrGRI""",0
770," ""PcsCurrUnbalPhR""",0
771," ""PcsCurrUnbalPhS""",0
772," ""PcsCurrUnbalPhT""",0
773," ""PcsOverVoltagePhRS""",0
774," ""PcsOverVoltagePhST""",0
775," ""PcsOverVoltagePhTR""",0
776," ""PcsUnderVoltagePhRS""",0
777," ""PcsUnderVoltagePhST""",0
778," ""PcsUnderVoltagePhTR""",0
779," ""PcsShortCircuitGRI1""",0
780," ""PcsShortCircuitGRI2""",0
781," ""PcsShortCircuitGRI3""",0
782," ""PcsShortCircuitGRI4""",0
783," ""PcsEarthFault""",0
784," ""PcsOverTempFilterInductor""",0
785," ""PcsIGCTOverTemp""",0
786," ""PcsGRIPowerFailPhR""",0
787," ""PcsGRIPowerFailPhS""",0
788," ""PcsGRIPowerFailPhT""",0
789," ""PcsGridFreq""",0
790," ""PcsOverCurrFilterPhR""",0
791," ""PcsOverCurrFilterPhS""",0
792," ""PcsOverCurrFilterPhT""",0
793," ""PcsOverloadFilter""",0
794," ""PcsUnballancedFilterCurrPhR""",0
795," ""PcsUnballancedFilterCurrPhS""",0
796," ""PcsUnballancedFilterCurrPhT""",0
797," ""PcsOverVoltageDCPos""",0
798," ""PcsOverVoltageDCNeg""",0
799," ""PcsAsymetricalVoltageDCLink""",0
800," ""PcsVLSCDFaultPos""",0
801," ""PcsVLSCDFaultNeg""",0
802," ""PcsShortCircuitDCPos""",0
803," ""PcsShortCircuitDCNeg""",0
804," ""PcsShortCircuitVLUPos""",0
805," ""PcsShortCircuitVLUNeg""",0
806," ""PcsVLUTempHighPos""",0
807," ""PcsVLUTempHighNeg""",0
808," ""PcsGRBOpenFail""",0
809," ""PcsESTOP1""",0
810," ""PcsESTOP2""",0
811," ""PcsNOFF""",0
812," ""PcsGridLossIFUF""",0
813," ""PcsPECCPUwatchdogFault""",0
814," ""PcsPECPowerSupplyFault""",0
815," ""PcsGRIFpgaFault""",0
816," ""PcsGRIPowerFault""",0
817," ""PcsGRILemSupplyFault""",0
818," ""PcsGECFpgaFault""",0
819," ""PcsGECPowerSupplyFault""",0
820," ""PcsGECLemSupplyFault""",0
821," ""PcsGRIML1Error1""",0
822," ""PcsGRIML1Error2""",0
823," ""PcsGECML1Error1""",0
824," ""PcsGECML1Error2""",0
825," ""PcsGRILinkError""",0
826," ""PcsGECLinkError""",0
827," ""PcsCombiPecError1""",0
828," ""PcsPecCombiError1""",0
829," ""PcsCombiPecError2""",0
830," ""PcsPecCombiError2""",0
831," ""PcsCombiFpgaUpdateFail""",0
832," ""PcsASELinkError1""",0
833," ""PcsASELinkError2""",0
834," ""PcsASEPowerFault""",0
835," ""PcsASEHw""",0
836," ""PcsVLSCDFault1""",0
837," ""PcsVLSCDFault2""",0
838," ""PcsVLSCDFault3""",0
839," ""PcsVLSCDFault4""",0
840," ""PcsVLSCDFault5""",0
841," ""PcsVLSCDFault6""",0
842," ""PcsVLSCDFault7""",0
843," ""PcsVLSCDFault8""",0
844," ""PcsGRBFeedbackFault""",0
845," ""PcsGRBFault""",0
846," ""PcsGRBGroundFault""",0
847," ""PcsGEBFault""",0
848," ""PcsEmergencyButtonLocal""",0
849," ""PcsExtEOff1""",0
850," ""PcsExtEOff2""",0
851," ""PcsNormOff""",0
852," ""PcsChargerTrip""",0
853," ""PcsChargerTempHigh""",0
854," ""PcsControlCabTempVHigh""",0
855," ""PcsS800Error""",0
856," ""PcsAnybusHeartBeatFail""",0
857," ""PcsFilterCabTempSensorFail""",0
858," ""PcsConvCabTempSensorFail""",0
859," ""PcsControlCabTempSensorFail""",0
860," ""PcsControlCabCriticalSwitchesOff""",0
861," ""PcsLineReactorCoreTemp""",0
862," ""PcsLineReactorWindTemp""",0
863," ""PcsFilterReactorTemp""",0
864," ""PcsIgctTemp""",0
865," ""PcsVluTemp""",0
866," ""PcsLvrt""",0
867," ""PcsDcVoltage""",0
868," ""IprReadyForOperation""",0
869," ""IprOverPower""",0
870," ""IprShortCircuit""",0
871," ""VibStatusTransducerAOverload""",0
872," ""VibStatusTransducerBOverload""",0
873," ""VibStatusTransducerCOverload""",0
874," ""VibStatusTransducerDOverload""",0
875," ""VibStatus420mAOutputOverload""",0
876," ""VibStatusTempLimitExceeded""",0
877," ""VibStatusRampTestInProgress""",0
878," ""VibStatusAlarmsInhibited""",0
879," ""VibStatusHWOrFirmwareSettling""",0
880," ""VibStatusSelfTestInProgress""",0
881," ""VibStatusAccelTestInProgress""",0
882," ""VibStatusSystemFailure""",0
883," ""PitchMaintenanceKeySwitchOn""",0
884," ""PitchPositionModeActive""",0
885," ""PitchRateModeActive""",0
886," ""PitchHubTemperature""",0
887," ""PitchMainShaftSurfaceTemp""",0
888," ""PitchMpcReadyToOperate11""",0
889," ""PitchMpcMainPhaseFault11""",0
890," ""PitchMpcEmergencyActive11""",0
891," ""PitchMpcNoSafetyMode11""",0
892," ""PitchBladeEncoderError11""",0
893," ""PitchMotorEncoderError11""",0
894," ""PitchBatterySwitchOn11""",0
895," ""PitchPowerSupplyOk11""",0
896," ""PitchMotorPtcOk11""",0
897," ""PitchMpcCanCommsOk11""",0
898," ""PitchReserveError11""",0
899," ""PitchTransistorError11""",0
900," ""PitchHeatsinkError11""",0
901," ""PitchLowVoltageError11""",0
902," ""PitchVoltageElectronicsError11""",0
903," ""PitchDcVoltageLowError11""",0
904," ""PitchDcVoltageHighError11""",0
905," ""PitchParameterError11""",0
906," ""PitchNHighError11""",0
907," ""PitchOutputOpenError11""",0
908," ""PitchResistorBrakeError11""",0
909," ""PitchHardwareFaultError11""",0
910," ""PitchControllerProgError11""",0
911," ""PitchCanBusError11""",0
912," ""PitchMotorTempError11""",0
913," ""PitchMotorMaximumError11""",0
914," ""PitchExternalModule1Error11""",0
915," ""PitchExternalModule2Error11""",0
916," ""PitchEepromError11""",0
917," ""PitchControlledRectifError11""",0
918," ""PitchPositionError11""",0
919," ""PitchControlVoltageError11""",0
920," ""PitchControlFieldError11""",0
921," ""PitchCommsFailureMasterSlave11""",0
922," ""PitchMpcReadyToOperate12""",0
923," ""PitchMpcMainPhaseFault12""",0
924," ""PitchMpcEmergencyActive12""",0
925," ""PitchMpcNoSafetyMode12""",0
926," ""PitchBladeEncoderError12""",0
927," ""PitchMotorEncoderError12""",0
928," ""PitchBatterySwitchOn12""",0
929," ""PitchPowerSupplyOk12""",0
930," ""PitchMotorPtcOk12""",0
931," ""PitchMpcCanCommsOk12""",0
932," ""PitchReserveError12""",0
933," ""PitchTransistorError12""",0
934," ""PitchHeatsinkError12""",0
935," ""PitchLowVoltageError12""",0
936," ""PitchVoltageElectronicsError12""",0
937," ""PitchDcVoltageLowError12""",0
938," ""PitchDcVoltageHighError12""",0
939," ""PitchParameterError12""",0
940," ""PitchNHighError12""",0
941," ""PitchOutputOpenError12""",0
942," ""PitchResistorBrakeError12""",0
943," ""PitchHardwareFaultError12""",0
944," ""PitchControllerProgError12""",0
945," ""PitchCanBusError12""",0
946," ""PitchMotorTempError12""",0
947," ""PitchMotorMaximumError12""",0
948," ""PitchExternalModule1Error12""",0
949," ""PitchExternalModule2Error12""",0
950," ""PitchEepromError12""",0
951," ""PitchControlledRectifError12""",0
952," ""PitchPositionError12""",0
953," ""PitchControlVoltageError12""",0
954," ""PitchControlFieldError12""",0
955," ""PitchCommsFailureMasterSlave12""",0
956," ""PitchMpcReadyToOperate13""",0
957," ""PitchMpcMainPhaseFault13""",0
958," ""PitchMpcEmergencyActive13""",0
959," ""PitchMpcNoSafetyMode13""",0
960," ""PitchBladeEncoderError13""",0
961," ""PitchMotorEncoderError13""",0
962," ""PitchBatterySwitchOn13""",0
963," ""PitchPowerSupplyOk13""",0
964," ""PitchMotorPtcOk13""",0
965," ""PitchMpcCanCommsOk13""",0
966," ""PitchReserveError13""",0
967," ""PitchTransistorError13""",0
968," ""PitchHeatsinkError13""",0
969," ""PitchLowVoltageError13""",0
970," ""PitchVoltageElectronicsError13""",0
971," ""PitchDcVoltageLowError13""",0
972," ""PitchDcVoltageHighError13""",0
973," ""PitchParameterError13""",0
974," ""PitchNHighError13""",0
975," ""PitchOutputOpenError13""",0
976," ""PitchResistorBrakeError13""",0
977," ""PitchHardwareFaultError13""",0
978," ""PitchControllerProgError13""",0
979," ""PitchCanBusError13""",0
980," ""PitchMotorTempError13""",0
981," ""PitchMotorMaximumError13""",0
982," ""PitchExternalModule1Error13""",0
983," ""PitchExternalModule2Error13""",0
984," ""PitchEepromError13""",0
985," ""PitchControlledRectifError13""",0
986," ""PitchPositionError13""",0
987," ""PitchControlVoltageError13""",0
988," ""PitchControlFieldError13""",0
989," ""PitchCommsFailureMasterSlave13""",0
990," ""PitchMpcReadyToOperate21""",0
991," ""PitchMpcMainPhaseFault21""",0
992," ""PitchMpcEmergencyActive21""",0
993," ""PitchMpcNoSafetyMode21""",0
994," ""PitchBladeEncoderError21""",0
995," ""PitchMotorEncoderError21""",0
996," ""PitchBatterySwitchOn21""",0
997," ""PitchBatteryVoltageOk21""",0
998," ""PitchPowerSupplyOk21""",0
999," ""PitchMotorPtcOk21""",0
1000," ""PitchBladeAtFineLimitSwitch21""",0
1001," ""PitchMpcCanCommsOk21""",0
1002," ""PitchReserveError21""",0
1003," ""PitchTransistorError21""",0
1004," ""PitchHeatsinkError21""",0
1005," ""PitchLowVoltageError21""",0
1006," ""PitchVoltageElectronicsError21""",0
1007," ""PitchDcVoltageLowError21""",0
1008," ""PitchDcVoltageHighError21""",0
1009," ""PitchParameterError21""",0
1010," ""PitchNHighError21""",0
1011," ""PitchOutputOpenError21""",0
1012," ""PitchResistorBrakeError21""",0
1013," ""PitchHardwareFaultError21""",0
1014," ""PitchControllerProgError21""",0
1015," ""PitchCanBusError21""",0
1016," ""PitchMotorTempError21""",0
1017," ""PitchMotorMaximumError21""",0
1018," ""PitchExternalModule1Error21""",0
1019," ""PitchExternalModule2Error21""",0
1020," ""PitchEepromError21""",0
1021," ""PitchControlledRectifError21""",0
1022," ""PitchPositionError21""",0
1023," ""PitchControlVoltageError21""",0
1024," ""PitchControlFieldError21""",0
1025," ""PitchCommsFailureMasterSlave21""",0
1026," ""PitchMpcReadyToOperate22""",0
1027," ""PitchMpcMainPhaseFault22""",0
1028," ""PitchMpcEmergencyActive22""",0
1029," ""PitchMpcNoSafetyMode22""",0
1030," ""PitchBladeEncoderError22""",0
1031," ""PitchMotorEncoderError22""",0
1032," ""PitchBatterySwitchOn22""",0
1033," ""PitchBatteryVoltageOk22""",0
1034," ""PitchPowerSupplyOk22""",0
1035," ""PitchMotorPtcOk22""",0
1036," ""PitchBladeAtFineLimitSwitch22""",0
1037," ""PitchMpcCanCommsOk22""",0
1038," ""PitchReserveError22""",0
1039," ""PitchTransistorError22""",0
1040," ""PitchHeatsinkError22""",0
1041," ""PitchLowVoltageError22""",0
1042," ""PitchVoltageElectronicsError22""",0
1043," ""PitchDcVoltageLowError22""",0
1044," ""PitchDcVoltageHighError22""",0
1045," ""PitchParameterError22""",0
1046," ""PitchNHighError22""",0
1047," ""PitchOutputOpenError22""",0
1048," ""PitchResistorBrakeError22""",0
1049," ""PitchHardwareFaultError22""",0
1050," ""PitchControllerProgError22""",0
1051," ""PitchCanBusError22""",0
1052," ""PitchMotorTempError22""",0
1053," ""PitchMotorMaximumError22""",0
1054," ""PitchExternalModule1Error22""",0
1055," ""PitchExternalModule2Error22""",0
1056," ""PitchEepromError22""",0
1057," ""PitchControlledRectifError22""",0
1058," ""PitchPositionError22""",0
1059," ""PitchControlVoltageError22""",0
1060," ""PitchControlFieldError22""",0
1061," ""PitchCommsFailureMasterSlave22""",0
1062," ""PitchMpcReadyToOperate23""",0
1063," ""PitchMpcMainPhaseFault23""",0
1064," ""PitchMpcEmergencyActive23""",0
1065," ""PitchMpcNoSafetyMode23""",0
1066," ""PitchBladeEncoderError23""",0
1067," ""PitchMotorEncoderError23""",0
1068," ""PitchBatterySwitchOn23""",0
1069," ""PitchBatteryVoltageOk23""",0
1070," ""PitchPowerSupplyOk23""",0
1071," ""PitchMotorPtcOk23""",0
1072," ""PitchBladeAtFineLimitSwitch23""",0
1073," ""PitchMpcCanCommsOk23""",0
1074," ""PitchReserveError23""",0
1075," ""PitchTransistorError23""",0
1076," ""PitchHeatsinkError23""",0
1077," ""PitchLowVoltageError23""",0
1078," ""PitchVoltageElectronicsError23""",0
1079," ""PitchDcVoltageLowError23""",0
1080," ""PitchDcVoltageHighError23""",0
1081," ""PitchParameterError23""",0
1082," ""PitchNHighError23""",0
1083," ""PitchOutputOpenError23""",0
1084," ""PitchResistorBrakeError23""",0
1085," ""PitchHardwareFaultError23""",0
1086," ""PitchControllerProgError23""",0
1087," ""PitchCanBusError23""",0
1088," ""PitchMotorTempError23""",0
1089," ""PitchMotorMaximumError23""",0
1090," ""PitchExternalModule1Error23""",0
1091," ""PitchExternalModule2Error23""",0
1092," ""PitchEepromError23""",0
1093," ""PitchControlledRectifError23""",0
1094," ""PitchPositionError23""",0
1095," ""PitchControlVoltageError23""",0
1096," ""PitchControlFieldError23""",0
1097," ""PitchCommsFailureMasterSlave23""",0
1098," ""PitchPhaseFaultMpc11""",0
1099," ""PitchPhaseFaultMpc21""",0
1100," ""PitchPhaseFaultMpc12""",0
1101," ""PitchPhaseFaultMpc22""",0
1102," ""PitchPhaseFaultMpc13""",0
1103," ""PitchPhaseFaultMpc23""",0
1104," ""PitchBatteryOk21""",0
1105," ""PitchBatteryChargerUnitOk21""",0
1106," ""PitchBatteryChargerMainsOk21""",0
1107," ""PitchBatteryChargerSensorOk21""",0
1108," ""PitchBatteryOk22""",0
1109," ""PitchBatteryChargerUnitOk22""",0
1110," ""PitchBatteryChargerMainsOk22""",0
1111," ""PitchBatteryChargerSensorOk22""",0
1112," ""PitchBatteryOk23""",0
1113," ""PitchBatteryChargerUnitOk23""",0
1114," ""PitchBatteryChargerMainsOk23""",0
1115," ""PitchBatteryChargerSensorOk23""",0
1116," ""PitchCriticalError""",0
1117," ""PitchDelayedFatalError""",0
1118," ""PitchFatalError""",0
1119," ""PitchRebootPitchPlc""",0
1120," ""PitchNoEfc1""",0
1121," ""PitchNoEfc2""",0
1122," ""PitchNoEfc3""",0
1123," ""PitchUseGrid""",0
1124," ""Yaw1Tripped""",0
1125," ""Yaw1Alarm""",0
1126," ""Yaw1AlarmWord1""",0
1127," ""Yaw1AlarmWord2""",0
1128," ""Yaw1AlarmWord3""",0
1129," ""Yaw1AlarmWord4""",0
1130," ""Yaw1ActiveFault""",0
1131," ""Yaw2Tripped""",0
1132," ""Yaw2Alarm""",0
1133," ""Yaw2AlarmWord1""",0
1134," ""Yaw2AlarmWord2""",0
1135," ""Yaw2AlarmWord3""",0
1136," ""Yaw2AlarmWord4""",0
1137," ""Yaw2ActiveFault""",0
1138," ""WfmsReactivePowerSetpointPowerFactor""",0
1139," ""WfmsGridConnectionInhibitSignal""",0
1140," ""WfmsManualStopFromWindParkController""",0
1141," ""WfmsStopFromWindParkController""",0
1142," ""WfmsStopDueToGridError""",0
1143," ""WfmsStopDueToWindParkOverproduction""",0
1144," ""WfmsStopFromTso""",0
1145," ""WfmsWindTurbineReconnectionBlockedByTso""",0
1146," ""DisableHardwareAccesses""",0
1147," ""HaltControllerStateMachine""",0
1148," ""AllowRebootsInAnyState""",0
1149," ""SafetyShutdownActionsDisabled""",0
1150," ""EnableTestMode""",0
1151," ""ControllerTaskStackThreshold""",0
1152," ""DisableAnemometer1""",0
1153," ""DisableAnemometer2""",0
1154," ""DisableAnemometer3""",0
1155," ""DisableWindVane1""",0
1156," ""DisableWindVane2""",0
1157," ""DisableWindVane3""",0
1158," ""YawDisabled""",0
1159," ""YawAutomaticDisabled""",0
1160," ""DisableYawEncoderCheck""",0
1161," ""DisableYawDrive1""",0
1162," ""DisableYawDrive2""",0
1163," ""YawBrakePressureProductionFactor""",0
1164," ""VibSelfTestUserRequest""",0
1165," ""PcsHeartbeatEnabled""",0
1166," ""MaxPitchDiffFactorBetweenBlades""",0
1167," ""PitchBatteryTestMaxWind""",0
1168," ""PitchBatteryTestingEnabled""",0
1169," ""PitchBatteryTestRate""",0
1170," ""PowerProductionPermissionWind""",0
1171," ""WindSpeedRateOfChange""",0
1172," ""WindSpeedSafeForYawUnwind""",0
1173," ""WindSpeedSafeForManualYaw""",0
1174," ""TShortAverageGeneratorSpeed""",0
1175," ""TShortMinimumGeneratorSpeed""",0
1176," ""TShortMaximumGeneratorSpeed""",0
1177," ""AverageMeasuredPitchAngle1""",0
1178," ""AverageMeasuredPitchAngle2""",0
1179," ""AverageMeasuredPitchAngle3""",0
1180," ""MinPitchRate1""",0
1181," ""MinPitchRate2""",0
1182," ""MinPitchRate3""",0
1183," ""MaxPitchRate1""",0
1184," ""MaxPitchRate2""",0
1185," ""MaxPitchRate3""",0
1186," ""TShortMinimumPitchRate123""",0
1187," ""TShortMaximumPitchRate123""",0
1188," ""TLongAveragePitchAngle1""",0
1189," ""TLongAveragePitchAngle2""",0
1190," ""TLongAveragePitchAngle3""",0
1191," ""ControllerSpeedControlEnter Time Out""",0
1192," ""ControllerPitchBatteryTestEnablePitchSystem Time Out""",0
1193," ""ControllerPitchBatteryTestFeather Time Out""",0
1194," ""ControllerVibSelfTestEnter Time Out""",0
1195," ""ControllerVibSelfTestStop Time Out""",0
1196," ""ControllerStartUpEnter Time Out""",0
1197," ""ControllerStartUpBeginGeneration Time Out""",0
1198," ""ControllerGridLossShutdownWaitForSyncRequest Time Out""",0
1199," ""ControllerGridLossShutdownWaitForDisconnect Time Out""",0
1200," ""ControllerGridLossShutdownExit Time Out""",0
1201," ""ControllerFastShutdownWaitForSyncRequest Time Out""",0
1202," ""ControllerFastShutdownWaitForDisconnect Time Out""",0
1203," ""ControllerFastShutdownExit Time Out""",0
1204," ""ControllerNormalShutdownWaitForSyncRequest Time Out""",0
1205," ""ControllerNormalShutdownWaitForDisconnect Time Out""",0
1206," ""ControllerNormalShutdownExit Time Out""",0
1207," ""ControllerPitchBatteryShtdnWaitForSyncRequest Time Out""",0
1208," ""ControllerPitchBatteryShtdnWaitForDisconnect Time Out""",0
1209," ""ControllerPitchBatteryShutdownExit Time Out""",0
1210," ""Yaw Failed To Move has occurred more than 3 times in 600 Seconds""",0
1211," ""Pitch Battery Shutdown has occurred more than 3 times in 86400 Seconds""",0
1212," ""Pitch Fast Shutdown Too Slow1 has occurred more than 3 times in 86400 Seconds""",0
1213," ""Pitch Fast Shutdown Too Slow2 has occurred more than 3 times in 86400 Seconds""",0
